56.8,6500,55,67
46.6,1500,33,50
44.6,500,43,45
62.9,11350,37,74
50,4150,50,50
45,600,45,47
28.999999999999996,500,29,29
44.2,500,52,52
42,500,42,42
32.35,500,32,39
43.2,500,48,48
56.6,9650,43,60
50,4100,50,50
38.60000000000001,500,37,69
53,5200,53,53
57.00000000000001,8750,57,57
59,10050,59,59
55,7450,55,55
34.3,500,34,40
60,9100,60,61
51,4650,51,51
52,3850,52,52
60,10700,60,60
50.349999999999994,4900,53,53
60,12050,60,60
57.25000000000001,9000,57,62
53,5250,53,53
61.75,13150,65,65
64.6,13400,43,70
54,7850,54,54
45.9,1250,54,54
43.35,500,51,51
46.8,2050,48,48
57.525,10000,59,59
36,500,36,36
39,500,39,39
41,500,41,41
38.6,500,33,41
40.45,500,40,43
65.2,14200,65,69
49.849999999999994,3700,49,66
56,7100,56,56
42.00000000000001,500,42,42
42.5,500,22,63
48,3000,42,54
60.8,10550,64,64
39.2,500,36,40
46.8,1950,34,50
60.5,10650,59,69
51.300000000000004,4400,57,57
65,13000,65,65
65.55,13050,69,69
49,3150,48,50
56.1,9500,56,57
43.5,500,40,45
66,13350,66,66
49.725,2650,51,51
42.5,500,50,50
52.00000000000001,5500,52,52
57.00000000000001,7750,57,57
50,3750,50,50
44.1,500,49,49
40.599999999999994,500,35,43
53,5650,53,53
38,500,38,38
52.00000000000001,4650,52,52
38.699999999999996,500,38,39
22.95,500,27,27
44,500,44,54
40,500,40,40
54.6,6400,56,56
60.99999999999999,11800,61,61
61.2,11150,46,65
58,8350,58,58
37,500,34,40
54,7050,54,54
40.85,500,43,43
57.6,10150,40,62
45,500,45,45
37.00000000000001,500,37,37
41,500,41,41
49,3500,49,49
28.8,500,32,32
59,9200,59,59
58.900000000000006,7350,62,62
51,4600,51,51
54,6200,54,54
52.5,5150,49,54
59.400000000000006,9800,37,65
44.400000000000006,500,42,45
32,500,32,32
53,5800,53,53
39,500,39,39
39,500,39,39
30,500,30,30
48.449999999999996,3550,51,51
