BREWER,0.042,27.577,251,USA
HOFFMAN,0.042,27.619,252,USA
CARLSON,0.042,27.661,253,USA
SILVA,0.042,27.703,254,USA
PEARSON,0.042,27.744,255,USA
HOLLAND,0.042,27.786,256,USA
DOUGLAS,0.041,27.827,257,USA
FLEMING,0.041,27.868,258,USA
JENSEN,0.041,27.909,259,USA
VARGAS,0.041,27.95,260,USA
BYRD,0.041,27.991,261,USA
DAVIDSON,0.041,28.032,262,USA
HOPKINS,0.041,28.072,263,USA
MAY,0.04,28.113,264,USA
TERRY,0.04,28.153,265,USA
HERRERA,0.04,28.193,266,USA
WADE,0.04,28.233,267,USA
SOTO,0.04,28.273,268,USA
WALTERS,0.04,28.313,269,USA
CURTIS,0.04,28.352,270,USA
NEAL,0.039,28.392,271,USA
CALDWELL,0.039,28.431,272,USA
LOWE,0.039,28.471,273,USA
JENNINGS,0.039,28.51,274,USA
BARNETT,0.039,28.549,275,USA
GRAVES,0.039,28.588,276,USA
JIMENEZ,0.039,28.628,277,USA
HORTON,0.039,28.667,278,USA
SHELTON,0.039,28.706,279,USA
BARRETT,0.039,28.745,280,USA
OBRIEN,0.039,28.783,281,USA
CASTRO,0.039,28.822,282,USA
SUTTON,0.038,28.86,283,USA
GREGORY,0.038,28.899,284,USA
MCKINNEY,0.038,28.937,285,USA
LUCAS,0.038,28.975,286,USA
MILES,0.038,29.013,287,USA
CRAIG,0.038,29.051,288,USA
RODRIQUEZ,0.037,29.088,289,USA
CHAMBERS,0.037,29.126,290,USA
HOLT,0.037,29.163,291,USA
LAMBERT,0.037,29.2,292,USA
FLETCHER,0.037,29.237,293,USA
WATTS,0.037,29.274,294,USA
BATES,0.037,29.311,295,USA
HALE,0.037,29.348,296,USA
RHODES,0.037,29.385,297,USA
PENA,0.037,29.421,298,USA
BECK,0.037,29.458,299,USA
NEWMAN,0.036,29.494,300,USA
HAYNES,0.036,29.531,301,USA
MCDANIEL,0.036,29.567,302,USA
MENDEZ,0.036,29.603,303,USA
BUSH,0.036,29.639,304,USA
VAUGHN,0.036,29.675,305,USA
PARKS,0.035,29.711,306,USA
DAWSON,0.035,29.746,307,USA
SANTIAGO,0.035,29.781,308,USA
NORRIS,0.035,29.817,309,USA
HARDY,0.035,29.852,310,USA
LOVE,0.035,29.887,311,USA
STEELE,0.035,29.921,312,USA
CURRY,0.035,29.956,313,USA
POWERS,0.035,29.991,314,USA
SCHULTZ,0.035,30.025,315,USA
BARKER,0.035,30.06,316,USA
GUZMAN,0.034,30.094,317,USA
PAGE,0.034,30.129,318,USA
MUNOZ,0.034,30.163,319,USA
BALL,0.034,30.197,320,USA
KELLER,0.034,30.231,321,USA
CHANDLER,0.034,30.265,322,USA
WEBER,0.034,30.299,323,USA
LEONARD,0.034,30.333,324,USA
WALSH,0.033,30.366,325,USA
LYONS,0.033,30.4,326,USA
RAMSEY,0.033,30.433,327,USA
WOLFE,0.033,30.466,328,USA
SCHNEIDER,0.033,30.499,329,USA
MULLINS,0.033,30.532,330,USA
BENSON,0.033,30.565,331,USA
SHARP,0.033,30.598,332,USA
BOWEN,0.033,30.631,333,USA
DANIEL,0.033,30.663,334,USA
BARBER,0.032,30.696,335,USA
CUMMINGS,0.032,30.728,336,USA
HINES,0.032,30.76,337,USA
BALDWIN,0.032,30.793,338,USA
GRIFFITH,0.032,30.824,339,USA
VALDEZ,0.032,30.856,340,USA
HUBBARD,0.032,30.888,341,USA
SALAZAR,0.032,30.92,342,USA
REEVES,0.032,30.951,343,USA
WARNER,0.031,30.983,344,USA
STEVENSON,0.031,31.014,345,USA
BURGESS,0.031,31.045,346,USA
SANTOS,0.031,31.076,347,USA
TATE,0.031,31.107,348,USA
CROSS,0.031,31.138,349,USA
GARNER,0.031,31.169,350,USA
MANN,0.031,31.2,351,USA
MACK,0.031,31.231,352,USA
MOSS,0.031,31.262,353,USA
THORNTON,0.031,31.292,354,USA
DENNIS,0.031,31.323,355,USA
MCGEE,0.031,31.354,356,USA
FARMER,0.03,31.384,357,USA
DELGADO,0.03,31.415,358,USA
AGUILAR,0.03,31.445,359,USA
VEGA,0.03,31.475,360,USA
GLOVER,0.03,31.505,361,USA
MANNING,0.03,31.535,362,USA
COHEN,0.03,31.566,363,USA
HARMON,0.03,31.596,364,USA
RODGERS,0.03,31.626,365,USA
ROBBINS,0.03,31.656,366,USA
NEWTON,0.03,31.686,367,USA
TODD,0.03,31.716,368,USA
BLAIR,0.03,31.746,369,USA
HIGGINS,0.03,31.776,370,USA
INGRAM,0.03,31.806,371,USA
REESE,0.03,31.836,372,USA
CANNON,0.03,31.865,373,USA
STRICKLAND,0.03,31.895,374,USA
TOWNSEND,0.03,31.925,375,USA
POTTER,0.03,31.955,376,USA
GOODWIN,0.03,31.984,377,USA
WALTON,0.03,32.014,378,USA
ROWE,0.029,32.043,379,USA
HAMPTON,0.029,32.073,380,USA
ORTEGA,0.029,32.102,381,USA
PATTON,0.029,32.131,382,USA
SWANSON,0.029,32.161,383,USA
JOSEPH,0.029,32.19,384,USA
FRANCIS,0.029,32.219,385,USA
GOODMAN,0.029,32.248,386,USA
MALDONADO,0.029,32.277,387,USA
YATES,0.029,32.305,388,USA
BECKER,0.029,32.334,389,USA
ERICKSON,0.029,32.363,390,USA
HODGES,0.029,32.392,391,USA
RIOS,0.029,32.421,392,USA
CONNER,0.029,32.449,393,USA
ADKINS,0.029,32.478,394,USA
WEBSTER,0.028,32.506,395,USA
NORMAN,0.028,32.535,396,USA
MALONE,0.028,32.563,397,USA
