Name,Frequency
Antonio,2
Pereyra,2
Altamirano,2
Vicente,2
Machado,2
Benavides,2
Olivera,2
Bello,2
Saucedo,2
Corona,2
Oliva,2
Yañez,2
de La Rosa,2
Garzon,2
Lorenzo,2
Caal,2
Aparicio,2
Galeano,2
Segovia,2
Ferrer,2
Fajardo,2
Castaño,2
Piña,2
Casas,2
Pulido,2
Carrera,2
Perdomo,1
Camargo,1
Montaño,1
Garza,1
Sanabria,1
Iglesias,1
Avendaño,1
Centeno,1
Caro,1
Londoño,1
Vallejo,1
Gamez,1
Jaimes,1
Ferreira,1
Cifuentes,1
Garay,1
Arrieta,1
Tello,1
Cornejo,1
Bolaños,1
Sotelo,1
Merino,1
Ospina,1
Torrez,1
de Jesus,1
Apaza,1
Aguero,1
Serna,1
Valverde,1
Conde,1
Santillan,1
Leyva,1
Millan,1
Giron,1
Pino,1
Quezada,1
Roa,1
Quiñones,1
Porras,1
Rondon,1
Valdivia,1
Cespedes,1
Salvador,1
Caicedo,1
Carbajal,1
Agudelo,1
Betancourt,1
Marroquin,1
Vallejos,1
Zepeda,1
Soriano,1
Naranjo,1
Felix,1
Barragan,1
Venegas,1
Carreño,1
Palacio,1
Pascual,1
Madrid,1
Pedraza,1
Aragon,1
Santamaria,1
Solorzano,1
Crespo,1
Corrales,1
Lemus,1
Barajas,1
Rodas,1
Niño,1
Reyna,1
Saenz,1
Teran,1
Lazaro,1
Canales,1
Otero,1
Chan,1
Bolivar,1
Resendiz,1
Villarroel,1
Duque,1
Lucero,1
Esparza,1
Quevedo,1
Hoyos,1
Polo,1
Lima,1
Mansilla,1
Rendon,1
Aldana,1
Angeles,1
Mateo,1
Carrizo,1
Arredondo,1
Aviles,1
Alcantara,1
Vanegas,1
Vela,1
Ulloa,1
Mondragon,1
Bueno,1
Veliz,1
Bedoya,1
Godinez,1
Sanz,1
Frias,1
Henao,1
Melo,1
Parada,1
Riquelme,1
Escalona,1
Arango,1
Henriquez,1
Pizarro,1
Saez,1
Anaya,1
Roque,1
Mesa,1
Choc,1
Aleman,1
Daza,1
Escobedo,1
Ferreyra,1
Cerda,1
Noriega,1
Reynoso,1
Alfonso,1
Robledo,1
Barraza,1
Galicia,1
Chaparro,1
Vaca,1
Vivas,1
Monzon,1
Ballesteros,1
Moncada,1
Jurado,1
Obando,1
Marcano,1
Luque,1
Esteban,1
Escudero,1
Najera,1
Bejarano,1
Valero,1
Manrique,1
Cedeño,1
Olmos,1
Calle,1
Izquierdo,1
Huamani,1
Miguel,1
Chirinos,1
